Medicamento;Enlace;Sintomas
Anfetamina;https://medlineplus.gov/spanish/druginfo/meds/a616004-es.html;"La anfetamina (Adzenys ER, Adzenys XR, Dyanavel XR, Evekeo, Evekeo ODT, otros) se usa como parte de un programa de tratamiento para controlar los síntomas del trastorno de déficit de atención con hiperactividad (TDAH; mayor dificultad para concentrarse, controlar sus acciones y permanecer quietos o en silencio que otras personas de la misma edad) en adultos y en niños. La anfetamina (Evekeo, otros) se usa también para tratar la narcolepsia (un trastorno del sueño que causa somnolencia excesiva durante el día y ataques repentinos de sueño). La anfetamina (Evekeo, otros) también se utiliza por un período de tiempo limitado (unas semanas) junto con una dieta baja en calorías y un plan de ejercicios para bajar de peso en las personas con obesidad que no pueden perder peso. La anfetamina pertenece a una clase de medicamentos llamados estimulantes del sistema nervioso central. Actúa cambiando las cantidades de ciertas sustancias naturales en el cerebro."
Ibuprofeno;https://medlineplus.gov/spanish/druginfo/meds/a682159-es.html;El ibuprofeno de venta con receta se usa para aliviar el dolor, la sensibilidad, la inflamación y la rigidez ocasionados por la osteoartritis (artritis debida a la degradación del revestimiento de las articulaciones) y la artritis reumatoide (artritis debida a la inflamación del revestimiento de las articulaciones). También se usa para aliviar dolores leves y moderados, como el dolor menstrual (dolor que se presenta antes del período menstrual o durante el mismo). El ibuprofeno de venta libre se usa para bajar la fiebre y para aliviar dolores leves como dolores de cabeza, dolores musculares, artritis, cólicos menstruales, molestias del resfriado común, dolores de dientes y dolores de espalda. El ibuprofeno pertenece a una clase de medicamentos llamados antiinflamatorios no esteroides (AINE). Actúa deteniendo en el cuerpo la producción de una sustancia que provoca dolor, fiebre e inflamación.
Difenhidramina;https://medlineplus.gov/spanish/druginfo/meds/a682539-es.html;La difenhidramina se usa para aliviar el enrojecimiento, la irritación, la picazón y el lagrimeo de los ojos, los estornudos y la secreción nasal causados por la fiebre del heno, las alergias o el resfriado común. También se usa para aliviar la tos ocasionada por irritaciones menores de la garganta o las vías respiratorias. La difenhidramina también se usa para prevenir y tratar el mareo por movimiento, y para tratar el insomnio (dificultad para dormir o para permanecer dormido). También se usa para controlar los movimientos anormales en personas que están en las primeras etapas del síndrome de Parkinson (un trastorno del sistema nervioso que afecta la movilidad, el control de los músculos y el equilibrio) o en quienes tienen problemas motrices como efecto secundario de algún medicamento. La difenhidramina alivia los síntomas de esas dolencias, pero no trata su causa ni acelera la recuperación. No se debe recurrir a la difenhidramina para inducir el sueño a los niños. La difenhidramina pertenece a una clase de medicamentos llamados antihistamínicos. Actúa al bloquear la acción de la histamina, una sustancia del cuerpo que provoca los síntomas de alergia.
Pilocarpina oftálmica;https://medlineplus.gov/spanish/druginfo/meds/a682874-es.html;La pilocarpina oftálmico se usa para tratar el glaucoma, una condición que aumenta la presión del ojo y que podría conducir a la pérdida de la visión. La pilocarpina en una clase de medicamentos llamados mióticos. Su acción consiste en permitir que el exceso de líquido para agotar del ojo.
Inyección de aducanumab-avwa;https://medlineplus.gov/spanish/druginfo/meds/a621033-es.html;La inyección de aducanumab-avwa se utiliza para reducir la placa de beta-amiloide, una proteína que se encuentra en el cerebro de las personas con enfermedad de Alzheimer (una enfermedad cerebral que destruye lentamente la memoria y la capacidad de pensar, aprender, comunicarse y encargarse de las actividades diarias). Se utiliza para tratar a personas con deterioro cognitivo leve (DCL) o demencia leve. La inyección de aducanumab-avwa pertenece a una clase de medicamentos conocidos como anticuerpos monoclonales. Su acción consiste en bloquear la formación de beta amiloide en el cerebro.
Inhalación oral de fluticasona y salmeterol;https://medlineplus.gov/spanish/druginfo/meds/a699063-es.html;"La combinación de fluticasona y salmeterol (Advair Diskus, Advair HFA, AirDuo Respiclick) se usa para tratar la dificultad para respirar, las sibilancias, la falta de aliento, la tos y la opresión en el pecho causada por el asma. La combinación de fluticasona y salmeterol (Advair Diskus) se usa también para prevenir y tratar las sibilancias, la dificultad para respirar, la tos y la opresión en el pecho causada por la enfermedad pulmonar obstructiva crónica (EPOC); un grupo de enfermedades de los pulmones que incluye bronquitis crónica y enfisema). La combinación de fluticasona y salmeterol (Advair Diskus) se usa en adultos y niños mayores de 4 años. La combinación de fluticasona y salmeterol (Advair HFA, AirDuo Respiclick) se usa en niños mayores de 12 años. La fluticasona pertenece a una clase de medicamentos llamados esteroides. Funciona al reducir la hinchazón en las vías respiratorias. El salmeterol pertenece a una clase de medicamentos llamados beta-agonistas de acción prolongada (LABA). Funciona al relajar y abrir las vías respiratorias en los pulmones, lo que facilita la respiración."
Fluorouracilo inyectable;https://medlineplus.gov/spanish/druginfo/meds/a682708-es.html;El fluorouracilo generalmente se usa en combinación con otros medicamentos para tratar el cáncer de colon o el cáncer de recto (cáncer que empieza en el intestino grueso) que ha empeorado o que se ha propagado a otras partes del cuerpo. El fluorouracilo se usa en combinación con otros medicamentos para tratar determinados tipos de cáncer de seno después de una cirugía para extraer el tumor o de radioterapia. El fluorouracilo se usa también para tratar el cáncer de páncreas y el cáncer de estómago. El fluorouracilo pertenece a una clase de medicamentos denominados antimetabolitos.  Actúa retardando o deteniendo el crecimiento de las células cancerosas en el cuerpo.
Doxorrubicina;https://medlineplus.gov/spanish/druginfo/meds/a682221-es.html;"La doxorrubicina se usa en combinación con otros medicamentos para tratar determinados tipos de cáncer de vejiga urinaria, de seno, de pulmón, de estómago y de ovario; linfoma de Hodgkin (enfermedad de Hodgkin) y linfoma no Hodgkin (cáncer que comienza en las células del sistema inmunitario); y determinados tipos de leucemia (cáncer de los glóbulos blancos), incluidas leucemia linfoblástica aguda (ALL, por sus siglas en inglés) y leucemia mieloide aguda (AML, por sus siglas en inglés; leucemia no linfocítica aguda [ANLL, por sus siglas en inglés]). La doxorrubicina también se usa sola y en combinación con otros medicamentos para tratar determinados tipos de cáncer de tiroides y determinados tipos de sarcomas óseos o de tejidos blandos (cáncer que se forma en los músculos y los huesos). También se usa para tratar neuroblastomas (un cáncer que comienza en las neuronas y que, principalmente, ocurre en niños) y tumores de Wilms (un tipo de cáncer de riñón que ocurre en niños). La doxorrubicina pertenece a una clase de medicamentos llamados antraciclinas. Actúa retardando o deteniendo el crecimiento de las células cancerosas en el cuerpo."
Inyección de epinefrina;https://medlineplus.gov/spanish/druginfo/meds/a603002-es.html;La inyección de epinefrina se usa junto con el tratamiento médico de emergencia para tratar reacciones alérgicas que pongan en peligro la vida causadas por mordidas o picaduras de insectos, alimentos, medicamentos, látex y otras causas. La epinefrina pertenece a una clase de medicamentos llamados agonistas alfa y beta adrenérgicos (agentes simpatomiméticos). Funciona al relajar los músculos de las vías respiratorias y estrechar los vasos sanguíneos.
Pamidronato inyectable;https://medlineplus.gov/spanish/druginfo/meds/a601163-es.html;El pamidronato se usa para tratar las altas concentraciones de calcio en la sangre, que pueden deberse a ciertos tipos de cáncer. El pamidronato también se combina con la quimioterapia contra el cáncer para tratar los daños en los huesos que ocasiona el mieloma múltiple (cáncer que empieza en las células plasmáticas [un tipo de glóbulos blancos que produce sustancias necesarias para combatir las infecciones]) o por un cáncer de seno que se extendió a los huesos. El pamidronato se usa, además, para tratar la enfermedad ósea de Paget (una afección en la que los huesos se reblandecen y debilitan, lo que provoca deformación, dolor o propensión a las fracturas). El pamidronato inyectable pertenece a una clase de medicamentos llamados bifosfonatos. Actúa haciendo más lenta la degradación de los huesos, aumentando la densidad ósea (grosor del hueso) y disminuyendo la cantidad de calcio que los huesos liberan en la sangre.
Ado-trastuzumab emtansina en inyección;https://medlineplus.gov/spanish/druginfo/meds/a613031-es.html;La inyección de ado-trastuzumab emtansina se utiliza para tratar cierto tipo de cáncer de seno que se ha esparcido a otras partes del cuerpo y no ha mejorado o ha empeorado después del tratamiento con otros medicamentos. Ado-trastuzumab emtansina también se usa después de una cirugía para cierto tipo de cáncer de seno en mujeres que han tenido tratamiento con otros medicamentos de quimioterapia antes de la cirugía, pero que todavía quedaba cáncer en el tejido extirpado durante la cirugía. El ado-trastuzumab emtansina se encuentra en una clase de medicamentos llamados conjugados de anticuerpos y medicamentos. Funciona al matar las células de cáncer.
Inyección de insulina lispro;https://medlineplus.gov/spanish/druginfo/meds/a697021-es.html;Los productos de inyección de insulina lispro se utilizan para tratar la diabetes tipo 1 (afección en la que el cuerpo no produce insulina y, por lo tanto, no puede controlar la cantidad de azúcar en sangre). Los productos de inyección de insulina lispro también se utilizan para tratar a personas con diabetes tipo 2 (afección en la que el cuerpo no usa la insulina normalmente y, por lo tanto, no puede controlar la cantidad de azúcar en sangre), que necesitan insulina para controlar la diabetes. En pacientes con diabetes tipo 1, los productos de inyección de insulina lispro siempre se utilizan con otro tipo de insulina, a menos que se utilicen en una bomba de insulina externa. En pacientes con diabetes tipo 2, los productos de inyección de insulina lispro se pueden usar con otro tipo de insulina o con medicamentos orales para la diabetes. Los productos de inyección de insulina lispro son una versión artificial de acción breve de la insulina humana. La acción de los productos de inyección de insulina lispro consiste en sustituir la insulina que el cuerpo produce normalmente, y en ayudar a trasladar el azúcar de la sangre a otros tejidos del cuerpo, donde se utiliza para producir energía. También impiden que el hígado produzca más azúcar.
